epoch,lr-Adam,step,train_binom_loss_epoch,train_control_loss_epoch,train_control_profile_pearson_epoch,train_d_log_odds_profile_pearson_epoch,train_eCLIP_loss_epoch,train_eCLIP_profile_pearson_epoch,train_loss,train_loss_epoch,train_pi_pearson_epoch,val_binom_loss_epoch,val_control_loss_epoch,val_control_profile_pearson_epoch,val_d_log_odds_profile_pearson_epoch,val_eCLIP_loss_epoch,val_eCLIP_profile_pearson_epoch,val_loss_epoch,val_pi_pearson_epoch
1,,2099,,,,,,,2025.0245361328125,,,,,,,,,,
1,,2149,,,,,,,1506.76171875,,,,,,,,,,
1,,2199,,,,,,,1369.220947265625,,,,,,,,,,
1,,2249,,,,,,,1862.8857421875,,,,,,,,,,
1,,2299,,,,,,,1415.9296875,,,,,,,,,,
1,,2349,,,,,,,1598.60693359375,,,,,,,,,,
1,,2399,,,,,,,3605.05908203125,,,,,,,,,,
1,,2449,,,,,,,1720.3416748046875,,,,,,,,,,
1,,2499,,,,,,,1373.925048828125,,,,,,,,,,
1,,2549,,,,,,,2046.6800537109375,,,,,,,,,,
1,,2599,,,,,,,1724.469970703125,,,,,,,,,,
1,,2649,,,,,,,1783.0216064453125,,,,,,,,,,
1,,2699,,,,,,,1496.099609375,,,,,,,,,,
1,,2749,,,,,,,1551.3052978515625,,,,,,,,,,
1,,2799,,,,,,,2233.658203125,,,,,,,,,,
1,,2849,,,,,,,1460.2789306640625,,,,,,,,,,
1,,2899,,,,,,,2493.419189453125,,,,,,,,,,
1,,2949,,,,,,,1251.13330078125,,,,,,,,,,
1,,2999,,,,,,,1331.59912109375,,,,,,,,,,
1,,3049,,,,,,,1366.150146484375,,,,,,,,,,
1,,3099,,,,,,,1439.677001953125,,,,,,,,,,
1,,3149,,,,,,,1222.20849609375,,,,,,,,,,
1,,3199,,,,,,,2939.254638671875,,,,,,,,,,
1,,3249,,,,,,,1871.9312744140625,,,,,,,,,,
1,,3299,,,,,,,1615.596435546875,,,,,,,,,,
1,,3323,,,,,,,,,,172.69056701660156,618.7139282226562,0.27463221549987793,-0.19231191277503967,728.9517211914062,0.4874086081981659,1731.0595703125,-0.03579185530543327
1,,3323,152.328369140625,739.1920776367188,0.1885196566581726,0.1022968590259552,978.8694458007812,0.4048194885253906,,2034.1497802734375,0.2584129869937897,,,,,,,,
,0.001,3324,,,,,,,,,,,,,,,,,
2,,3349,,,,,,,1635.197998046875,,,,,,,,,,
2,,3399,,,,,,,1422.98779296875,,,,,,,,,,
2,,3449,,,,,,,1552.1715087890625,,,,,,,,,,
2,,3499,,,,,,,1762.10400390625,,,,,,,,,,
2,,3549,,,,,,,2319.072998046875,,,,,,,,,,
2,,3599,,,,,,,1573.223876953125,,,,,,,,,,
2,,3649,,,,,,,1313.144775390625,,,,,,,,,,
2,,3699,,,,,,,1330.845947265625,,,,,,,,,,
2,,3749,,,,,,,1358.6488037109375,,,,,,,,,,
2,,3799,,,,,,,1320.40576171875,,,,,,,,,,
2,,3849,,,,,,,1339.7750244140625,,,,,,,,,,
2,,3899,,,,,,,1318.4615478515625,,,,,,,,,,
2,,3949,,,,,,,1722.627197265625,,,,,,,,,,
2,,3999,,,,,,,1493.9716796875,,,,,,,,,,
2,,4049,,,,,,,1263.919189453125,,,,,,,,,,
2,,4099,,,,,,,1177.72265625,,,,,,,,,,
2,,4149,,,,,,,1624.42529296875,,,,,,,,,,
2,,4199,,,,,,,2162.482666015625,,,,,,,,,,
2,,4249,,,,,,,1132.102294921875,,,,,,,,,,
2,,4299,,,,,,,1841.813720703125,,,,,,,,,,
2,,4349,,,,,,,1358.5537109375,,,,,,,,,,
2,,4399,,,,,,,1689.8248291015625,,,,,,,,,,
2,,4449,,,,,,,2086.716796875,,,,,,,,,,
2,,4499,,,,,,,1968.946044921875,,,,,,,,,,
2,,4549,,,,,,,2045.3238525390625,,,,,,,,,,
2,,4599,,,,,,,1273.406005859375,,,,,,,,,,
2,,4649,,,,,,,1576.17626953125,,,,,,,,,,
2,,4699,,,,,,,1278.1500244140625,,,,,,,,,,
2,,4749,,,,,,,2317.14013671875,,,,,,,,,,
2,,4799,,,,,,,1340.53125,,,,,,,,,,
2,,4849,,,,,,,1565.14599609375,,,,,,,,,,
2,,4899,,,,,,,1336.5272216796875,,,,,,,,,,
2,,4949,,,,,,,1332.8983154296875,,,,,,,,,,
2,,4985,,,,,,,,,,172.70101928710938,531.5980834960938,0.2909482717514038,0.10282425582408905,663.07177734375,0.5167389512062073,1545.7415771484375,0.27414676547050476
2,,4985,152.09527587890625,560.44921875,0.26845046877861023,0.06107429042458534,766.5411987304688,0.486693799495697,,1633.747802734375,0.3417414128780365,,,,,,,,
,0.001,4986,,,,,,,,,,,,,,,,,
3,,4999,,,,,,,1562.5703125,,,,,,,,,,
3,,5049,,,,,,,1895.385498046875,,,,,,,,,,
3,,5099,,,,,,,1246.986328125,,,,,,,,,,
3,,5149,,,,,,,1357.3388671875,,,,,,,,,,
3,,5199,,,,,,,1152.139892578125,,,,,,,,,,
3,,5249,,,,,,,1168.322509765625,,,,,,,,,,
3,,5299,,,,,,,1473.64599609375,,,,,,,,,,
3,,5349,,,,,,,2104.78515625,,,,,,,,,,
3,,5399,,,,,,,3219.6240234375,,,,,,,,,,
3,,5449,,,,,,,1209.298583984375,,,,,,,,,,
3,,5499,,,,,,,1748.381591796875,,,,,,,,,,
3,,5549,,,,,,,1323.7789306640625,,,,,,,,,,
3,,5599,,,,,,,1446.086181640625,,,,,,,,,,
3,,5649,,,,,,,1499.700439453125,,,,,,,,,,
3,,5699,,,,,,,1865.3760986328125,,,,,,,,,,
3,,5749,,,,,,,1880.154052734375,,,,,,,,,,
3,,5799,,,,,,,1209.7469482421875,,,,,,,,,,
3,,5849,,,,,,,1888.6282958984375,,,,,,,,,,
3,,5899,,,,,,,1218.0872802734375,,,,,,,,,,
3,,5949,,,,,,,1419.259765625,,,,,,,,,,
3,,5999,,,,,,,1850.7364501953125,,,,,,,,,,
3,,6049,,,,,,,1544.8424072265625,,,,,,,,,,
3,,6099,,,,,,,2363.0576171875,,,,,,,,,,
3,,6149,,,,,,,1184.3828125,,,,,,,,,,
3,,6199,,,,,,,1701.943359375,,,,,,,,,,
3,,6249,,,,,,,1547.760986328125,,,,,,,,,,
3,,6299,,,,,,,2019.845458984375,,,,,,,,,,
3,,6349,,,,,,,1295.103515625,,,,,,,,,,
3,,6399,,,,,,,1445.80078125,,,,,,,,,,
3,,6449,,,,,,,1516.92041015625,,,,,,,,,,
3,,6499,,,,,,,1289.111328125,,,,,,,,,,
3,,6549,,,,,,,1087.5166015625,,,,,,,,,,
3,,6599,,,,,,,1132.7303466796875,,,,,,,,,,
3,,6647,,,,,,,,,,172.18589782714844,498.9955139160156,0.3077393174171448,0.3510555624961853,624.9357299804688,0.5459116697311401,1464.8267822265625,0.4733317196369171
3,,6647,151.6990966796875,470.60357666015625,0.28796690702438354,0.25607261061668396,691.8880004882812,0.5258581042289734,,1461.776611328125,0.4655904173851013,,,,,,,,
,0.001,6648,,,,,,,,,,,,,,,,,
4,,6649,,,,,,,1168.4027099609375,,,,,,,,,,
4,,6699,,,,,,,1488.76513671875,,,,,,,,,,
4,,6749,,,,,,,1322.25927734375,,,,,,,,,,
4,,6799,,,,,,,1612.9708251953125,,,,,,,,,,
4,,6849,,,,,,,1225.3193359375,,,,,,,,,,
4,,6899,,,,,,,1237.852783203125,,,,,,,,,,
4,,6949,,,,,,,1204.636962890625,,,,,,,,,,
4,,6999,,,,,,,1195.60205078125,,,,,,,,,,
4,,7049,,,,,,,1259.078857421875,,,,,,,,,,
4,,7099,,,,,,,1065.4417724609375,,,,,,,,,,
4,,7149,,,,,,,1671.2469482421875,,,,,,,,,,
4,,7199,,,,,,,1238.15234375,,,,,,,,,,
4,,7249,,,,,,,1193.2760009765625,,,,,,,,,,
4,,7299,,,,,,,2386.099609375,,,,,,,,,,
4,,7349,,,,,,,1940.400146484375,,,,,,,,,,
4,,7399,,,,,,,1313.042236328125,,,,,,,,,,
4,,7449,,,,,,,1068.763671875,,,,,,,,,,
4,,7499,,,,,,,1172.0323486328125,,,,,,,,,,
4,,7549,,,,,,,1222.269287109375,,,,,,,,,,
4,,7599,,,,,,,1156.659912109375,,,,,,,,,,
4,,7649,,,,,,,1293.951416015625,,,,,,,,,,
4,,7699,,,,,,,1137.4013671875,,,,,,,,,,
4,,7749,,,,,,,1089.614501953125,,,,,,,,,,
4,,7799,,,,,,,1477.7864990234375,,,,,,,,,,
4,,7849,,,,,,,1382.886962890625,,,,,,,,,,
4,,7899,,,,,,,1354.78955078125,,,,,,,,,,
4,,7949,,,,,,,1234.705322265625,,,,,,,,,,
4,,7999,,,,,,,1163.9132080078125,,,,,,,,,,
4,,8049,,,,,,,1374.337890625,,,,,,,,,,
4,,8099,,,,,,,1352.364501953125,,,,,,,,,,
4,,8149,,,,,,,1351.5604248046875,,,,,,,,,,
4,,8199,,,,,,,1052.96533203125,,,,,,,,,,
4,,8249,,,,,,,1097.678466796875,,,,,,,,,,
4,,8299,,,,,,,1295.510986328125,,,,,,,,,,
4,,8309,,,,,,,,,,170.58824157714844,483.550537109375,0.320664644241333,0.36568158864974976,618.4041748046875,0.5595664978027344,1433.380615234375,0.4369456171989441
4,,8309,150.44873046875,427.52508544921875,0.30658867955207825,0.32285159826278687,656.092041015625,0.5429406762123108,,1365.656005859375,0.5116028189659119,,,,,,,,
,0.001,8310,,,,,,,,,,,,,,,,,
5,,8349,,,,,,,1338.1541748046875,,,,,,,,,,
5,,8399,,,,,,,1167.196044921875,,,,,,,,,,
5,,8449,,,,,,,1330.9345703125,,,,,,,,,,
5,,8499,,,,,,,1230.848876953125,,,,,,,,,,
5,,8549,,,,,,,1110.9638671875,,,,,,,,,,
5,,8599,,,,,,,1199.2723388671875,,,,,,,,,,
5,,8649,,,,,,,1454.5625,,,,,,,,,,
5,,8699,,,,,,,1211.931396484375,,,,,,,,,,
5,,8749,,,,,,,1224.460693359375,,,,,,,,,,
5,,8799,,,,,,,1362.8455810546875,,,,,,,,,,
5,,8849,,,,,,,1195.320556640625,,,,,,,,,,
5,,8899,,,,,,,1047.080078125,,,,,,,,,,
5,,8949,,,,,,,1212.710205078125,,,,,,,,,,
5,,8999,,,,,,,1174.0572509765625,,,,,,,,,,
5,,9049,,,,,,,1141.952880859375,,,,,,,,,,
5,,9099,,,,,,,1151.601318359375,,,,,,,,,,
5,,9149,,,,,,,1114.98388671875,,,,,,,,,,
5,,9199,,,,,,,1727.9359130859375,,,,,,,,,,
5,,9249,,,,,,,1177.40283203125,,,,,,,,,,
5,,9299,,,,,,,1762.5660400390625,,,,,,,,,,
5,,9349,,,,,,,1222.364013671875,,,,,,,,,,
5,,9399,,,,,,,1622.121337890625,,,,,,,,,,
5,,9449,,,,,,,1101.0474853515625,,,,,,,,,,
5,,9499,,,,,,,1245.9378662109375,,,,,,,,,,
5,,9549,,,,,,,1218.87255859375,,,,,,,,,,
5,,9599,,,,,,,1207.025146484375,,,,,,,,,,
5,,9649,,,,,,,1220.7802734375,,,,,,,,,,
5,,9699,,,,,,,1155.231201171875,,,,,,,,,,
5,,9749,,,,,,,1234.6424560546875,,,,,,,,,,
5,,9799,,,,,,,1294.91748046875,,,,,,,,,,
5,,9849,,,,,,,1137.3040771484375,,,,,,,,,,
5,,9899,,,,,,,1316.5745849609375,,,,,,,,,,
5,,9949,,,,,,,1333.6859130859375,,,,,,,,,,
5,,9971,,,,,,,,,,160.9535675048828,472.9884033203125,0.31787213683128357,0.4684474766254425,609.263916015625,0.5639985203742981,1398.6898193359375,0.4965263903141022
5,,9971,140.85704040527344,403.726318359375,0.3243643343448639,0.43728363513946533,632.7249755859375,0.5553537011146545,,1303.762939453125,0.5194761753082275,,,,,,,,
,0.001,9972,,,,,,,,,,,,,,,,,
6,,9999,,,,,,,1170.59912109375,,,,,,,,,,
6,,10049,,,,,,,1135.976806640625,,,,,,,,,,
6,,10099,,,,,,,1125.039306640625,,,,,,,,,,
6,,10149,,,,,,,1314.9505615234375,,,,,,,,,,
6,,10199,,,,,,,2309.19970703125,,,,,,,,,,
6,,10249,,,,,,,1025.7479248046875,,,,,,,,,,
6,,10299,,,,,,,1537.39111328125,,,,,,,,,,
6,,10349,,,,,,,1316.7420654296875,,,,,,,,,,
6,,10399,,,,,,,1097.628173828125,,,,,,,,,,
6,,10449,,,,,,,1401.1016845703125,,,,,,,,,,
6,,10499,,,,,,,1079.03271484375,,,,,,,,,,
6,,10549,,,,,,,1257.023193359375,,,,,,,,,,
6,,10599,,,,,,,1914.2137451171875,,,,,,,,,,
6,,10649,,,,,,,1242.12451171875,,,,,,,,,,
6,,10699,,,,,,,1063.314208984375,,,,,,,,,,
6,,10749,,,,,,,1258.75390625,,,,,,,,,,
6,,10799,,,,,,,1152.625244140625,,,,,,,,,,
6,,10849,,,,,,,1083.1025390625,,,,,,,,,,
6,,10899,,,,,,,1234.9541015625,,,,,,,,,,
6,,10949,,,,,,,1033.23046875,,,,,,,,,,
6,,10999,,,,,,,1644.453857421875,,,,,,,,,,
6,,11049,,,,,,,1230.003173828125,,,,,,,,,,
6,,11099,,,,,,,1062.296875,,,,,,,,,,
6,,11149,,,,,,,1002.32275390625,,,,,,,,,,
6,,11199,,,,,,,1242.919921875,,,,,,,,,,
6,,11249,,,,,,,1152.569091796875,,,,,,,,,,
6,,11299,,,,,,,1157.61328125,,,,,,,,,,
6,,11349,,,,,,,1057.508544921875,,,,,,,,,,
6,,11399,,,,,,,1454.535400390625,,,,,,,,,,
6,,11449,,,,,,,1114.479736328125,,,,,,,,,,
6,,11499,,,,,,,1331.396728515625,,,,,,,,,,
6,,11549,,,,,,,1244.3311767578125,,,,,,,,,,
6,,11599,,,,,,,1129.12109375,,,,,,,,,,
6,,11633,,,,,,,,,,158.80093383789062,474.5287780761719,0.33614200353622437,0.3827644884586334,606.5277099609375,0.5716720819473267,1397.628173828125,0.45082345604896545
6,,11633,132.33734130859375,391.5569763183594,0.33360424637794495,0.4433661997318268,621.1029052734375,0.5636377334594727,,1268.625244140625,0.5429700016975403,,,,,,,,
,0.001,11634,,,,,,,,,,,,,,,,,
7,,11649,,,,,,,1258.681396484375,,,,,,,,,,
7,,11699,,,,,,,1081.891845703125,,,,,,,,,,
7,,11749,,,,,,,1250.1707763671875,,,,,,,,,,
7,,11799,,,,,,,1243.3385009765625,,,,,,,,,,
7,,11849,,,,,,,2190.95947265625,,,,,,,,,,
7,,11899,,,,,,,1185.613037109375,,,,,,,,,,
7,,11949,,,,,,,1187.024169921875,,,,,,,,,,
7,,11999,,,,,,,1178.1053466796875,,,,,,,,,,
7,,12049,,,,,,,1026.70166015625,,,,,,,,,,
7,,12099,,,,,,,1239.426513671875,,,,,,,,,,
7,,12149,,,,,,,1713.084716796875,,,,,,,,,,
7,,12199,,,,,,,1046.472412109375,,,,,,,,,,
7,,12249,,,,,,,1031.494140625,,,,,,,,,,
7,,12299,,,,,,,1164.2015380859375,,,,,,,,,,
7,,12349,,,,,,,1204.6298828125,,,,,,,,,,
7,,12399,,,,,,,1347.9619140625,,,,,,,,,,
7,,12449,,,,,,,1033.5174560546875,,,,,,,,,,
7,,12499,,,,,,,1221.061279296875,,,,,,,,,,
7,,12549,,,,,,,1120.8470458984375,,,,,,,,,,
7,,12599,,,,,,,1150.6376953125,,,,,,,,,,
7,,12649,,,,,,,1113.806396484375,,,,,,,,,,
7,,12699,,,,,,,1222.028076171875,,,,,,,,,,
7,,12749,,,,,,,1221.441650390625,,,,,,,,,,
7,,12799,,,,,,,1507.712646484375,,,,,,,,,,
7,,12849,,,,,,,1141.189453125,,,,,,,,,,
7,,12899,,,,,,,1497.656982421875,,,,,,,,,,
7,,12949,,,,,,,1052.8966064453125,,,,,,,,,,
7,,12999,,,,,,,1172.5498046875,,,,,,,,,,
7,,13049,,,,,,,2086.845703125,,,,,,,,,,
7,,13099,,,,,,,1044.749755859375,,,,,,,,,,
7,,13149,,,,,,,1205.6256103515625,,,,,,,,,,
7,,13199,,,,,,,1125.7786865234375,,,,,,,,,,
7,,13249,,,,,,,1187.30859375,,,,,,,,,,
7,,13295,,,,,,,,,,154.89678955078125,459.0362548828125,0.34166616201400757,0.46070191264152527,602.83349609375,0.5716114044189453,1368.7244873046875,0.5108420848846436
7,,13295,129.20098876953125,384.8296813964844,0.3415124714374542,0.449371337890625,614.9417724609375,0.5681414604187012,,1250.9324951171875,0.5568331480026245,,,,,,,,
,0.001,13296,,,,,,,,,,,,,,,,,
8,,13299,,,,,,,1162.9058837890625,,,,,,,,,,
8,,13349,,,,,,,1183.955078125,,,,,,,,,,
8,,13399,,,,,,,1339.141845703125,,,,,,,,,,
8,,13449,,,,,,,1207.1739501953125,,,,,,,,,,
8,,13499,,,,,,,1138.93505859375,,,,,,,,,,
8,,13549,,,,,,,1036.270751953125,,,,,,,,,,
8,,13599,,,,,,,1132.9281005859375,,,,,,,,,,
8,,13649,,,,,,,1022.5533447265625,,,,,,,,,,
8,,13699,,,,,,,1425.748779296875,,,,,,,,,,
8,,13749,,,,,,,1103.323974609375,,,,,,,,,,
8,,13799,,,,,,,1047.357666015625,,,,,,,,,,
8,,13849,,,,,,,1303.1339111328125,,,,,,,,,,
8,,13899,,,,,,,1418.88330078125,,,,,,,,,,
8,,13949,,,,,,,1065.7508544921875,,,,,,,,,,
8,,13999,,,,,,,1208.5703125,,,,,,,,,,
8,,14049,,,,,,,1067.667724609375,,,,,,,,,,
8,,14099,,,,,,,1169.732421875,,,,,,,,,,
8,,14149,,,,,,,1139.833984375,,,,,,,,,,
8,,14199,,,,,,,1118.0787353515625,,,,,,,,,,
8,,14249,,,,,,,1084.64404296875,,,,,,,,,,
8,,14299,,,,,,,1115.3956298828125,,,,,,,,,,
8,,14349,,,,,,,1294.491943359375,,,,,,,,,,
8,,14399,,,,,,,1093.0576171875,,,,,,,,,,
8,,14449,,,,,,,1146.1258544921875,,,,,,,,,,
8,,14499,,,,,,,1106.89697265625,,,,,,,,,,
8,,14549,,,,,,,1205.96826171875,,,,,,,,,,
8,,14599,,,,,,,1115.29296875,,,,,,,,,,
8,,14649,,,,,,,1129.5987548828125,,,,,,,,,,
8,,14699,,,,,,,1028.1278076171875,,,,,,,,,,
8,,14749,,,,,,,1201.9765625,,,,,,,,,,
8,,14799,,,,,,,1376.7359619140625,,,,,,,,,,
8,,14849,,,,,,,1139.731689453125,,,,,,,,,,
8,,14899,,,,,,,1060.456787109375,,,,,,,,,,
8,,14949,,,,,,,1132.57275390625,,,,,,,,,,
8,,14957,,,,,,,,,,151.9490509033203,456.1808166503906,0.3468044102191925,0.4719826579093933,594.9228515625,0.5816138386726379,1351.066162109375,0.5428261756896973
8,,14957,126.83476257324219,374.9250183105469,0.35145753622055054,0.4569297134876251,604.687744140625,0.5753651857376099,,1226.6585693359375,0.5685334801673889,,,,,,,,
,0.001,14958,,,,,,,,,,,,,,,,,
9,,14999,,,,,,,1066.373291015625,,,,,,,,,,
9,,15049,,,,,,,1159.3331298828125,,,,,,,,,,
9,,15099,,,,,,,1423.9478759765625,,,,,,,,,,
9,,15149,,,,,,,1261.7833251953125,,,,,,,,,,
9,,15199,,,,,,,1122.0029296875,,,,,,,,,,
9,,15249,,,,,,,1249.491455078125,,,,,,,,,,
9,,15299,,,,,,,1153.633056640625,,,,,,,,,,
9,,15349,,,,,,,1878.87841796875,,,,,,,,,,
9,,15399,,,,,,,1192.3594970703125,,,,,,,,,,
9,,15449,,,,,,,1099.9866943359375,,,,,,,,,,
9,,15499,,,,,,,1081.8011474609375,,,,,,,,,,
9,,15549,,,,,,,1294.3614501953125,,,,,,,,,,
9,,15599,,,,,,,1172.347900390625,,,,,,,,,,
9,,15649,,,,,,,1482.6175537109375,,,,,,,,,,
9,,15699,,,,,,,980.362548828125,,,,,,,,,,
9,,15749,,,,,,,1245.160888671875,,,,,,,,,,
9,,15799,,,,,,,2115.715087890625,,,,,,,,,,
9,,15849,,,,,,,1039.070068359375,,,,,,,,,,
9,,15899,,,,,,,1097.195068359375,,,,,,,,,,
9,,15949,,,,,,,1232.36279296875,,,,,,,,,,
9,,15999,,,,,,,1030.6148681640625,,,,,,,,,,
9,,16049,,,,,,,986.6845092773438,,,,,,,,,,
9,,16099,,,,,,,1057.3974609375,,,,,,,,,,
9,,16149,,,,,,,1683.9276123046875,,,,,,,,,,
9,,16199,,,,,,,1217.73583984375,,,,,,,,,,
9,,16249,,,,,,,1072.5732421875,,,,,,,,,,
9,,16299,,,,,,,1867.99609375,,,,,,,,,,
9,,16349,,,,,,,1064.62646484375,,,,,,,,,,
9,,16399,,,,,,,2024.6328125,,,,,,,,,,
9,,16449,,,,,,,1090.309326171875,,,,,,,,,,
9,,16499,,,,,,,1409.742919921875,,,,,,,,,,
9,,16549,,,,,,,1168.279052734375,,,,,,,,,,
9,,16599,,,,,,,1107.01318359375,,,,,,,,,,
9,,16619,,,,,,,,,,153.53944396972656,438.72613525390625,0.35094162821769714,0.492696076631546,592.3580932617188,0.581062912940979,1332.51806640625,0.5561903119087219
9,,16619,124.65279388427734,368.8656311035156,0.35868367552757263,0.46147242188453674,598.3910522460938,0.5806834101676941,,1210.5465087890625,0.5780121088027954,,,,,,,,
,0.001,16620,,,,,,,,,,,,,,,,,
10,,16649,,,,,,,1796.649169921875,,,,,,,,,,
10,,16699,,,,,,,2463.98095703125,,,,,,,,,,
10,,16749,,,,,,,1114.91162109375,,,,,,,,,,
10,,16799,,,,,,,1301.244873046875,,,,,,,,,,
10,,16849,,,,,,,1131.356201171875,,,,,,,,,,
10,,16899,,,,,,,1134.9716796875,,,,,,,,,,
10,,16949,,,,,,,1465.13623046875,,,,,,,,,,
10,,16999,,,,,,,1060.2198486328125,,,,,,,,,,
10,,17049,,,,,,,1056.30615234375,,,,,,,,,,
10,,17099,,,,,,,1149.939453125,,,,,,,,,,
10,,17149,,,,,,,1250.571044921875,,,,,,,,,,
10,,17199,,,,,,,1023.8487548828125,,,,,,,,,,
10,,17249,,,,,,,1120.914794921875,,,,,,,,,,
10,,17299,,,,,,,1159.216796875,,,,,,,,,,
10,,17349,,,,,,,1057.27392578125,,,,,,,,,,
10,,17399,,,,,,,1079.8345947265625,,,,,,,,,,
10,,17449,,,,,,,1021.334228515625,,,,,,,,,,
10,,17499,,,,,,,1891.00439453125,,,,,,,,,,
10,,17549,,,,,,,1059.977783203125,,,,,,,,,,
10,,17599,,,,,,,1278.3504638671875,,,,,,,,,,
10,,17649,,,,,,,1240.7117919921875,,,,,,,,,,
10,,17699,,,,,,,1164.6085205078125,,,,,,,,,,
10,,17749,,,,,,,1224.3924560546875,,,,,,,,,,
10,,17799,,,,,,,2022.1800537109375,,,,,,,,,,
10,,17849,,,,,,,1126.858154296875,,,,,,,,,,
10,,17899,,,,,,,1343.000732421875,,,,,,,,,,
10,,17949,,,,,,,1138.793701171875,,,,,,,,,,
10,,17999,,,,,,,1188.119140625,,,,,,,,,,
10,,18049,,,,,,,1096.81396484375,,,,,,,,,,
10,,18099,,,,,,,1179.355712890625,,,,,,,,,,
10,,18149,,,,,,,1089.7261962890625,,,,,,,,,,
10,,18199,,,,,,,1070.2791748046875,,,,,,,,,,
10,,18249,,,,,,,1215.3311767578125,,,,,,,,,,
10,,18281,,,,,,,,,,153.20785522460938,446.96405029296875,0.351475328207016,0.46923038363456726,595.5509033203125,0.5814942717552185,1344.8026123046875,0.5588169693946838
10,,18281,123.38050842285156,363.5881042480469,0.3653644621372223,0.4689871370792389,592.0659790039062,0.5841378569602966,,1196.550537109375,0.5884800553321838,,,,,,,,
,0.001,18282,,,,,,,,,,,,,,,,,
11,,18299,,,,,,,1282.222900390625,,,,,,,,,,
11,,18349,,,,,,,1070.606201171875,,,,,,,,,,
11,,18399,,,,,,,1083.53857421875,,,,,,,,,,
11,,18449,,,,,,,1092.644287109375,,,,,,,,,,
11,,18499,,,,,,,1382.959716796875,,,,,,,,,,
11,,18549,,,,,,,1258.2890625,,,,,,,,,,
11,,18599,,,,,,,1105.2744140625,,,,,,,,,,
11,,18649,,,,,,,1160.548583984375,,,,,,,,,,
11,,18699,,,,,,,1114.661865234375,,,,,,,,,,
11,,18749,,,,,,,1928.6177978515625,,,,,,,,,,
11,,18799,,,,,,,1091.7620849609375,,,,,,,,,,
11,,18849,,,,,,,1102.4337158203125,,,,,,,,,,
11,,18899,,,,,,,1004.9238891601562,,,,,,,,,,
11,,18949,,,,,,,1052.933837890625,,,,,,,,,,
